整租·京基东方都会,1室0厅,西南, 31㎡ ,罗湖区-新秀-京基东方都会,3000 元/月
合租·滨苑小区,3居室,南卧, 12㎡ ,罗湖区-万象城-滨苑小区,2090 元/月
整租·东乐花园,1室0厅,东南/南, 20㎡ ,罗湖区-百仕达-东乐花园,2300 元/月
合租·嘉宾花园,4居室,南卧, 9㎡ ,罗湖区-万象城-嘉宾花园,2590 元/月
整租·银山楼,1室1厅,东, 30㎡ ,罗湖区-笋岗-银山楼,2800 元/月
合租·集浩花园,5居室,南卧, 14㎡ ,罗湖区-黄贝岭-集浩花园,2390 元/月
合租·新湖村公共汽车公司住宅,1居室,南卧, 12㎡ ,罗湖区-新秀-新湖村公共汽车公司住宅,1800 元/月
整租·雅仕居,1室0厅,南, 28㎡ ,罗湖区-清水河-雅仕居,3000 元/月
整租·城市东座,1室0厅,北, 28㎡ ,罗湖区-莲塘-城市东座,2700 元/月
整租·华隆园,1室0厅,东, 32㎡ ,罗湖区-螺岭-华隆园,3000 元/月
整租·特力大厦,1室1厅,南, 33㎡ ,罗湖区-翠竹-特力大厦,2800 元/月
合租·深业东岭,5居室,西卧, 13㎡ ,罗湖区-黄贝岭-深业东岭,2590 元/月
整租·旭飞华天苑,1室0厅,南, 15㎡ ,罗湖区-清水河-旭飞华天苑,1800 元/月
合租·景贝南小区,4居室,西卧, 14㎡ ,罗湖区-黄贝岭-景贝南小区,1860 元/月
整租·布心公寓,1室1厅,北, 35㎡ ,罗湖区-布心-布心公寓,3000 元/月
合租·128大院,1居室,南卧, 144㎡ ,罗湖区-东门-128大院,2200 元/月
整租·鹏基公寓,1室0厅,北, 30㎡ ,罗湖区-莲塘-鹏基公寓,1800 元/月
整租·名都大厦,1室0厅,东, 20㎡ ,罗湖区-螺岭-名都大厦,2200 元/月
整租·洪湖大厦,1室0厅,西北, 32㎡ ,罗湖区-东门-洪湖大厦,2800 元/月
整租·国际名园,1室0厅,东南, 24㎡ ,罗湖区-春风路-国际名园,2700 元/月
整租·贝丽花园,1室0厅,西南, 96㎡ ,罗湖区-翠竹-贝丽花园,2500 元/月
合租·长丰苑,3居室,北卧, 7㎡ ,罗湖区-春风路-长丰苑,1860 元/月
整租·贝丽花园,1室0厅,东/东南, 29㎡ ,罗湖区-翠竹-贝丽花园,2400 元/月
合租·松园南十巷,4居室,南卧, 10㎡ ,罗湖区-地王-松园南十巷,2130 元/月
整租·旭飞华达园,1室0厅,南, 20㎡ ,罗湖区-百仕达-旭飞华达园,2500 元/月
合租·锦上花家园,4居室,西卧, 8㎡ ,罗湖区-黄贝岭-锦上花家园,1890 元/月
整租·雅仕居,1室0厅,南, 25㎡ ,罗湖区-清水河-雅仕居,2100 元/月
合租·桃花园,4居室,北卧, 11㎡ ,罗湖区-笋岗-桃花园,2190 元/月
合租·百仕达花园二期,4居室,南卧, 12㎡ ,罗湖区-百仕达-百仕达花园二期,2730 元/月
合租·文华花园,4居室,南卧, 11㎡ ,罗湖区-黄贝岭-文华花园,1730 元/月
整租·旭飞华天苑,1室0厅,东南, 15㎡ ,罗湖区-清水河-旭飞华天苑,1600 元/月
整租·愉天小区,1室1厅,北, 32㎡ ,罗湖区-翠竹-愉天小区,2890 元/月
整租·128大院,1室0厅,南, 25㎡ ,罗湖区-东门-128大院,2100 元/月
合租·景贝北小区,4居室,东北卧, 12㎡ ,罗湖区-黄贝岭-景贝北小区,1790 元/月
整租·立新花园,1室1厅,东, 21㎡ ,罗湖区-东门-立新花园,2750 元/月
整租·旭飞华天苑,1室1厅,南, 30㎡ ,罗湖区-清水河-旭飞华天苑,2800 元/月
整租·雅仕居,1室1厅,南, 28㎡ ,罗湖区-清水河-雅仕居,2900 元/月
整租·粤鹏大厦,1室1厅,西南, 12㎡ ,罗湖区-春风路-粤鹏大厦,1800 元/月
整租·银晖名居,1室0厅,北, 24㎡ ,罗湖区-银湖-银晖名居,2500 元/月
整租·怡泰大厦,1室1厅,南, 34㎡ ,罗湖区-黄贝岭-怡泰大厦,2800 元/月
整租·公路局大院,1室1厅,南, 25㎡ ,罗湖区-翠竹-公路局大院,2180 元/月
合租·翠竹苑,3居室,南卧, 9㎡ ,罗湖区-百仕达-翠竹苑,1610 元/月
整租·怡泰大厦,1室1厅,东南, 29㎡ ,罗湖区-黄贝岭-怡泰大厦,2600 元/月
合租·罗湖金岸大厦,4居室,东卧, 7㎡ ,罗湖区-罗湖口岸-罗湖金岸大厦,1890 元/月
整租·惠名花园,2室1厅,南/北, 62㎡ ,罗湖区-莲塘-惠名花园,2800 元/月
整租·洪湖一街五号大院罗湖区,1室0厅,南, 15㎡ ,罗湖区-洪湖-洪湖一街五号大院罗湖区,1600 元/月
整租·鹏基公寓,1室1厅,南, 31㎡ ,罗湖区-莲塘-鹏基公寓,2300 元/月
整租·仙桐馨苑,1室1厅,南, 32㎡ ,罗湖区-莲塘-仙桐馨苑,2200 元/月
整租·碧湖花园,1室1厅,复式, 19㎡ ,罗湖区-洪湖-碧湖花园,2900 元/月
整租·南塘物业小区,1室0厅,南, 22㎡ ,罗湖区-东门-南塘物业小区,2600 元/月
整租·东门168,1室1厅,南, 41㎡ ,罗湖区-螺岭-东门168,2800 元/月
整租·田贝花园,1室0厅,西北, 20㎡ ,罗湖区-洪湖-田贝花园,2200 元/月
整租·旭飞华达园,1室0厅,北, 23㎡ ,罗湖区-百仕达-旭飞华达园,2500 元/月
整租·田贝花园,1室0厅,西南, 20㎡ ,罗湖区-洪湖-田贝花园,2200 元/月
整租·怡泰大厦,1室1厅,东南, 35㎡ ,罗湖区-黄贝岭-怡泰大厦,2800 元/月
合租·桃花园,3居室,北卧, 7㎡ ,罗湖区-笋岗-桃花园,1990 元/月
整租·布心公寓,1室1厅,南, 32㎡ ,罗湖区-布心-布心公寓,2800 元/月
整租·田贝花园,1室0厅,西, 23㎡ ,罗湖区-洪湖-田贝花园,2400 元/月
合租·宝龙苑,4居室,北卧, 11㎡ ,罗湖区-百仕达-宝龙苑,1830 元/月
合租·新秀村北区,4居室,南卧, 11㎡ ,罗湖区-新秀-新秀村北区,1630 元/月
整租·旭飞华天苑,1室1厅,南, 28㎡ ,罗湖区-清水河-旭飞华天苑,2900 元/月
合租·长丰苑,3居室,北卧, 8㎡ ,罗湖区-春风路-长丰苑,1930 元/月
整租·京基东方都会,1室1厅,东, 35㎡ ,罗湖区-新秀-京基东方都会,3800 元/月
合租·金祥都市花园,3居室,北卧, 8㎡ ,罗湖区-清水河-金祥都市花园,2260 元/月
整租·新天地名居,1室1厅,东南/南, 38㎡ ,罗湖区-黄贝岭-新天地名居,4500 元/月
合租·都市名园,4居室,东卧, 11㎡ ,罗湖区-万象城-都市名园,2290 元/月
整租·金迪名苑,1室0厅,南, 26㎡ ,罗湖区-布心-金迪名苑,2900 元/月
整租·莲塘D小区,1室0厅,南, 31㎡ ,罗湖区-莲塘-莲塘D小区,1900 元/月
整租·惠名花园,1室1厅,东, 31㎡ ,罗湖区-莲塘-惠名花园,2600 元/月
整租·雅仕居,1室0厅,东南, 21㎡ ,罗湖区-清水河-雅仕居,2200 元/月
整租·颖隆大厦,1室0厅,南, 33㎡ ,罗湖区-布心-颖隆大厦,2800 元/月
合租·都市名园,3居室,西北卧, 10㎡ ,罗湖区-万象城-都市名园,2430 元/月
整租·旭飞华天苑,1室0厅,南, 21㎡ ,罗湖区-清水河-旭飞华天苑,1800 元/月
合租·都市名园,4居室,北卧, 8㎡ ,罗湖区-万象城-都市名园,2260 元/月
整租·惠名花园,1室1厅,南, 47㎡ ,罗湖区-莲塘-惠名花园,2500 元/月
整租·碧湖花园,1室0厅,东南, 20㎡ ,罗湖区-洪湖-碧湖花园,3000 元/月
整租·合正锦湖魅力城,1室0厅,东南, 34㎡ ,罗湖区-洪湖-合正锦湖魅力城,4300 元/月
整租·松泉公寓,1室0厅,南, 31㎡ ,罗湖区-布心-松泉公寓,2800 元/月
整租·鹏基公寓,1室0厅,南, 30㎡ ,罗湖区-莲塘-鹏基公寓,2200 元/月
整租·怡泰大厦,1室1厅,东南, 36㎡ ,罗湖区-黄贝岭-怡泰大厦,3000 元/月
整租·东门168,1室0厅,南, 23㎡ ,罗湖区-螺岭-东门168,2600 元/月
合租·港逸豪庭,4居室,东卧, 6㎡ ,罗湖区-罗湖口岸-港逸豪庭,1660 元/月
整租·金迪名苑,1室0厅,南, 26㎡ ,罗湖区-布心-金迪名苑,3000 元/月
合租·港莲二村,3居室,南卧, 12㎡ ,罗湖区-莲塘-港莲二村,1630 元/月
整租·旭飞华天苑,1室1厅,南, 26㎡ ,罗湖区-清水河-旭飞华天苑,2300 元/月
合租·东安花园,4居室,西卧, 12㎡ ,罗湖区-百仕达-东安花园,1990 元/月
整租·怡泰大厦,1室0厅,南, 29㎡ ,罗湖区-黄贝岭-怡泰大厦,3000 元/月
合租·名骏豪庭,3居室,南卧, 9㎡ ,罗湖区-莲塘-名骏豪庭,1990 元/月
合租·翠苑住宅小区,4居室,南卧, 12㎡ ,罗湖区-百仕达-翠苑住宅小区,1730 元/月
合租·英达花园,5居室,西卧, 8㎡ ,罗湖区-布心-英达花园,1890 元/月
整租·梧桐山新居,2室1厅,西南, 76㎡ ,罗湖区-莲塘-梧桐山新居,4500 元/月
合租·经典家园,4居室,南卧, 6㎡ ,罗湖区-地王-经典家园,2290 元/月
整租·德兴大厦,2室1厅,东南, 38㎡ ,罗湖区-罗湖口岸-德兴大厦,4200 元/月
合租·金祥都市花园,4居室,西卧, 8㎡ ,罗湖区-清水河-金祥都市花园,2060 元/月
整租·翡翠园,1室1厅,南, 43㎡ ,罗湖区-布心-翡翠园,3200 元/月
合租·邮电大院,4居室,北卧, 7㎡ ,罗湖区-洪湖-邮电大院,1760 元/月
整租·阳光新干线家园,1室1厅,西南, 39㎡ ,罗湖区-春风路-阳光新干线家园,4500 元/月
整租·蓝馨苑,1室0厅,北, 27㎡ ,罗湖区-黄贝岭-蓝馨苑,3200 元/月
整租·长丰苑,2室1厅,南, 60㎡ ,罗湖区-春风路-长丰苑,4500 元/月
整租·松泉公寓,3室1厅,东南/南, 67㎡ ,罗湖区-布心-松泉公寓,4200 元/月
整租·金丽豪苑,1室1厅,东南, 54㎡ ,罗湖区-翠竹-金丽豪苑,4500 元/月
合租·雍翠华府,3居室,南卧, 7㎡ ,罗湖区-布心-雍翠华府,1890 元/月
整租·金城华庭,1室1厅,北, 36㎡ ,罗湖区-螺岭-金城华庭,4000 元/月
合租·集浩花园,4居室,南卧, 8㎡ ,罗湖区-黄贝岭-集浩花园,1690 元/月
整租·仙湖枫景家园,2室1厅,北, 38㎡ ,罗湖区-莲塘-仙湖枫景家园,4500 元/月
整租·怡泰大厦,1室1厅,东南, 35㎡ ,罗湖区-黄贝岭-怡泰大厦,3200 元/月
整租·祥福雅居,1室1厅,北, 38㎡ ,罗湖区-笋岗-祥福雅居,4200 元/月
整租·都心名苑,1室1厅,东, 41㎡ ,罗湖区-螺岭-都心名苑,4500 元/月
整租·梧桐山新居,2室2厅,南, 64㎡ ,罗湖区-莲塘-梧桐山新居,4200 元/月
整租·TCL雅馨居,1室0厅,北, 28㎡ ,罗湖区-地王-TCL雅馨居,3700 元/月
整租·电影大厦,1室0厅,西南, 38㎡ ,罗湖区-地王-电影大厦,3500 元/月
合租·洪湖二街6号大院,4居室,北卧, 12㎡ ,罗湖区-洪湖-洪湖二街6号大院,1660 元/月
整租·都心名苑,1室1厅,南, 40㎡ ,罗湖区-螺岭-都心名苑,4200 元/月
合租·金城华庭,3居室,北卧, 12㎡ ,罗湖区-螺岭-金城华庭,2230 元/月
整租·东门金座,1室1厅,南/西南, 34㎡ ,罗湖区-东门-东门金座,3700 元/月
合租·红岗西村,3居室,北卧, 12㎡ ,罗湖区-银湖-红岗西村,1890 元/月
整租·阳光绿地家园,1室1厅,西南, 40㎡ ,罗湖区-百仕达-阳光绿地家园,3900 元/月
合租·红群楼,5居室,南卧, 14㎡ ,罗湖区-地王-红群楼,1990 元/月
合租·合正锦湖魅力城,4居室,东卧, 7㎡ ,罗湖区-洪湖-合正锦湖魅力城,1890 元/月
合租·桃花园,3居室,南卧, 15㎡ ,罗湖区-笋岗-桃花园,2490 元/月
整租·翠华花园,2室1厅,南, 65㎡ ,罗湖区-黄贝岭-翠华花园,4500 元/月
合租·外运宿舍大院,3居室,东北卧, 9㎡ ,罗湖区-地王-外运宿舍大院,2090 元/月
整租·一致春晓苑,3室2厅,南/北, 73㎡ ,罗湖区-布心-一致春晓苑,4000 元/月
合租·雍翠华府,4居室,西卧, 9㎡ ,罗湖区-布心-雍翠华府,2030 元/月
整租·时尚新居,1室1厅,东, 36㎡ ,罗湖区-笋岗-时尚新居,3500 元/月
合租·维富大厦,5居室,东卧, 9㎡ ,罗湖区-布心-维富大厦,2260 元/月
整租·颖隆大厦,2室1厅,南, 52㎡ ,罗湖区-布心-颖隆大厦,4000 元/月
整租·庐山花园,2室1厅,东南/南, 58㎡ ,罗湖区-罗湖口岸-庐山花园,4500 元/月
整租·京基东方华都,1室0厅,东北, 32㎡ ,罗湖区-螺岭-京基东方华都,3600 元/月
整租·景贝南小区,2室1厅,北, 74㎡ ,罗湖区-黄贝岭-景贝南小区,4300 元/月
整租·鹏公馆,1室0厅,南/北, 38㎡ ,罗湖区-翠竹-鹏公馆,4500 元/月
合租·布心花园一区,4居室,南卧, 9㎡ ,罗湖区-布心-布心花园一区,1660 元/月
整租·海珑华苑,1室0厅,东, 45㎡ ,罗湖区-螺岭-海珑华苑,3800 元/月
合租·景贝南小区,4居室,南卧, 11㎡ ,罗湖区-黄贝岭-景贝南小区,1890 元/月
整租·天越翔园,1室2厅,南, 46㎡ ,罗湖区-莲塘-天越翔园,3800 元/月
整租·长丰苑,1室0厅,东南, 39㎡ ,罗湖区-春风路-长丰苑,4300 元/月
整租·海洋大厦,1室0厅,东南, 45㎡ ,罗湖区-黄贝岭-海洋大厦,4000 元/月
整租·京基东方华都,1室1厅,东, 42㎡ ,罗湖区-螺岭-京基东方华都,4300 元/月
整租·东门168,1室0厅,东, 30㎡ ,罗湖区-螺岭-东门168,2900 元/月
整租·名仕时装批发商城,1室0厅,东, 13㎡ ,罗湖区-东门-名仕时装批发商城,4000 元/月
整租·京基东方华都,1室1厅,东南/南, 42㎡ ,罗湖区-螺岭-京基东方华都,4400 元/月
合租·东乐花园,4居室,南卧, 7㎡ ,罗湖区-百仕达-东乐花园,1660 元/月
整租·金园花园,1室1厅,西, 38㎡ ,罗湖区-地王-金园花园,3900 元/月
合租·公路局大院,4居室,南卧, 16㎡ ,罗湖区-翠竹-公路局大院,1990 元/月
整租·东港中心,1室1厅,东, 27㎡ ,罗湖区-东门-东港中心,4300 元/月
合租·洪湖花园,4居室,西北卧, 10㎡ ,罗湖区-洪湖-洪湖花园,1890 元/月
整租·东港中心,1室1厅,东, 27㎡ ,罗湖区-东门-东港中心,4300 元/月
合租·翠华花园,4居室,西卧, 9㎡ ,罗湖区-黄贝岭-翠华花园,1890 元/月
合租·华丽西村,4居室,南卧, 9㎡ ,罗湖区-螺岭-华丽西村,1690 元/月
合租·松园南十巷,4居室,西卧, 10㎡ ,罗湖区-地王-松园南十巷,1730 元/月
整租·翠榕花园,3室1厅,西, 78㎡ ,罗湖区-莲塘-翠榕花园,4500 元/月
整租·仙湖枫景家园,1室1厅,北, 40㎡ ,罗湖区-莲塘-仙湖枫景家园,3430 元/月
整租·聚龙大厦,1室1厅,南, 40㎡ ,罗湖区-螺岭-聚龙大厦,4000 元/月
整租·幸福华府,1室1厅,南, 45㎡ ,罗湖区-地王-幸福华府,4200 元/月
整租·南方证券大厦,1室0厅,东南, 65㎡ ,罗湖区-春风路-南方证券大厦,4300 元/月
整租·京基东方都会,1室1厅,西, 36㎡ ,罗湖区-新秀-京基东方都会,3860 元/月
整租·联城美园,1室1厅,北, 36㎡ ,罗湖区-春风路-联城美园,4000 元/月
整租·京基东方华都,1室1厅,南, 42㎡ ,罗湖区-螺岭-京基东方华都,4300 元/月
整租·怡泰大厦,1室2厅,东, 68㎡ ,罗湖区-黄贝岭-怡泰大厦,4000 元/月
整租·东门天下,1室0厅,南, 35㎡ ,罗湖区-东门-东门天下,3400 元/月
整租·金城华庭,1室1厅,东南, 39㎡ ,罗湖区-螺岭-金城华庭,4300 元/月
整租·星桂园,1室1厅,北, 24㎡ ,罗湖区-地王-星桂园,3630 元/月
整租·汇泰大厦,1室0厅,北, 33㎡ ,罗湖区-罗湖口岸-汇泰大厦,4300 元/月
整租·海珑华苑,1室1厅,东, 40㎡ ,罗湖区-螺岭-海珑华苑,4230 元/月
整租·东方凤雅台,2室1厅,东, 62㎡ ,罗湖区-莲塘-东方凤雅台,4500 元/月
整租·都心名苑,1室0厅,南, 36㎡ ,罗湖区-螺岭-都心名苑,3600 元/月
整租·鹏城花园,3室1厅,南, 81㎡ ,罗湖区-布心-鹏城花园,4500 元/月
整租·东方凤雅台,2室1厅,南, 60㎡ ,罗湖区-莲塘-东方凤雅台,4500 元/月
整租·怡泰大厦,1室1厅,复式, 36㎡ ,罗湖区-黄贝岭-怡泰大厦,3900 元/月
整租·怡泰大厦,1室1厅,南, 39㎡ ,罗湖区-黄贝岭-怡泰大厦,3800 元/月
整租·京基东方华都,1室0厅,南, 32㎡ ,罗湖区-螺岭-京基东方华都,3500 元/月
整租·新天地名居,1室1厅,北, 39㎡ ,罗湖区-黄贝岭-新天地名居,4290 元/月
整租·红岗花园,2室1厅,南, 50㎡ ,罗湖区-清水河-红岗花园,3500 元/月
整租·港澳8号,1室1厅,东南, 42㎡ ,罗湖区-东门-港澳8号,4200 元/月
整租·朗钜御风庭,1室0厅,东南, 33㎡ ,罗湖区-黄贝岭-朗钜御风庭,3800 元/月
整租·置地逸轩,1室1厅,北, 30㎡ ,罗湖区-春风路-置地逸轩,4200 元/月
整租·怡泰大厦,1室1厅,东南, 60㎡ ,罗湖区-黄贝岭-怡泰大厦,4300 元/月
整租·田贝花园,1室1厅,东, 43㎡ ,罗湖区-洪湖-田贝花园,3600 元/月
整租·京基东方华都,1室1厅,南, 32㎡ ,罗湖区-螺岭-京基东方华都,4060 元/月
整租·缤纷时代家园,1室1厅,西, 28㎡ ,罗湖区-螺岭-缤纷时代家园,3560 元/月
整租·龙园山庄,3室1厅,南, 103㎡ ,罗湖区-清水河-龙园山庄,5000 元/月
独栋·励耘国际公寓,泥岗店,舒适温馨大一房一厅, 32㎡ ,,3480 元/月
整租·凯悦华庭,2室1厅,南, 53㎡ ,罗湖区-春风路-凯悦华庭,5300 元/月
独栋·嘉寓,恺诚服务公寓,复式二卧, 83-117㎡ ,,26000-28000 元/月
整租·太白居,2室1厅,东南, 81㎡ ,罗湖区-布心-太白居,5500 元/月
整租·华讯中心,1室1厅,南, 52㎡ ,罗湖区-地王-华讯中心,5200 元/月
整租·龙园山庄,3室1厅,东南, 110㎡ ,罗湖区-清水河-龙园山庄,5500 元/月
整租·泊林花园,1室1厅,南/西南, 47㎡ ,罗湖区-翠竹-泊林花园,5500 元/月
整租·君逸华府,1室1厅,南, 46㎡ ,罗湖区-布心-君逸华府,4800 元/月
整租·置地逸轩,1室0厅,北, 31㎡ ,罗湖区-春风路-置地逸轩,4600 元/月
整租·翠竹苑,2室1厅,南/北, 51㎡ ,罗湖区-百仕达-翠竹苑,4600 元/月
独栋·湾流国际青年社区,华天店,安静温馨的艺术社区, 8㎡ ,,1700 元/月
整租·旺业豪苑,2室1厅,南, 50㎡ ,罗湖区-东门-旺业豪苑,4600 元/月
整租·幸福华府,1室0厅,西南, 41㎡ ,罗湖区-地王-幸福华府,4600 元/月
整租·华商时代公寓,2室1厅,南, 64㎡ ,罗湖区-笋岗-华商时代公寓,5000 元/月
整租·风格名苑,1室1厅,东, 48㎡ ,罗湖区-地王-风格名苑,5000 元/月
整租·金城大厦,2室1厅,西北, 46㎡ ,罗湖区-春风路-金城大厦,5000 元/月
整租·城市天地广场,1室1厅,东, 59㎡ ,罗湖区-万象城-城市天地广场,5000 元/月
整租·新秀村北区,3室1厅,东南, 64㎡ ,罗湖区-新秀-新秀村北区,4800 元/月
整租·怡泰大厦,2室1厅,东南, 58㎡ ,罗湖区-黄贝岭-怡泰大厦,5000 元/月
整租·城市天地广场,1室1厅,南, 51㎡ ,罗湖区-万象城-城市天地广场,5500 元/月
独栋·星窝青年创业公寓,新秀店,舒适宽敞采光好大一房, 45㎡ ,,3800 元/月
整租·南塘物业小区,2室1厅,南, 63㎡ ,罗湖区-东门-南塘物业小区,5200 元/月
独栋·WeWa创享域,创享家万象城店,静谧单间年签3069,21间在租 ,,3400 元/月
整租·虹桥星座大厦,2室1厅,南, 43㎡ ,罗湖区-笋岗-虹桥星座大厦,4700 元/月
独栋·乐乎城市青年社区,乐乎有朋·河滨湾畔,山水好风光,50间在租 ,,1200 元/月
整租·丹枫白露城东1号,1室0厅,东南, 55㎡ ,罗湖区-黄贝岭-丹枫白露城东1号,4800 元/月
整租·名仕阁,1室1厅,北, 53㎡ ,罗湖区-地王-名仕阁,5330 元/月
独栋·湾流国际青年社区,华天店,首月入住八折优惠, 17-18㎡ ,,2600-2700 元/月
整租·华讯中心,1室1厅,南, 55㎡ ,罗湖区-地王-华讯中心,5300 元/月
整租·怡泰大厦,2室1厅,西南, 54㎡ ,罗湖区-黄贝岭-怡泰大厦,4800 元/月
独栋·芝麻公寓,大剧院店,一室厅（独立卧室）, 50㎡ ,,5400 元/月
整租·置地逸轩,1室1厅,西, 39㎡ ,罗湖区-春风路-置地逸轩,5500 元/月
独栋·宅幸福公寓,东门店,阳台小复式, 25㎡ ,,3700 元/月
整租·城市天地广场,1室1厅,南, 58㎡ ,罗湖区-万象城-城市天地广场,5500 元/月
独栋·乐乎城市青年社区,乐乎有朋·众安居,豪华单间,8间在租 ,,1360 元/月
整租·南洋大厦,1室1厅,南, 44㎡ ,罗湖区-春风路-南洋大厦,4600 元/月
整租·旭飞华达园,2室1厅,东南, 40㎡ ,罗湖区-百仕达-旭飞华达园,4800 元/月
整租·城市天地广场,1室1厅,南, 58㎡ ,罗湖区-万象城-城市天地广场,5000 元/月
整租·莲塘花园,3室1厅,北, 93㎡ ,罗湖区-莲塘-莲塘花园,5000 元/月
整租·长丰苑,2室1厅,东南, 46㎡ ,罗湖区-春风路-长丰苑,5000 元/月
独栋·WeWa创享域,创享家东湖公园店,超值一房一厅带阳台,7间在租 ,,3800 元/月
整租·敦信大厦,2室1厅,西, 46㎡ ,罗湖区-罗湖口岸-敦信大厦,4700 元/月
整租·聚龙大厦,2室1厅,北, 56㎡ ,罗湖区-螺岭-聚龙大厦,4860 元/月
整租·绿景山庄,3室1厅,南, 94㎡ ,罗湖区-布心-绿景山庄,4800 元/月
整租·今日家园,2室1厅,复式, 69㎡ ,罗湖区-布心-今日家园,5500 元/月
整租·向西华侨新村,3室2厅,南, 92㎡ ,罗湖区-黄贝岭-向西华侨新村,5300 元/月
整租·四季御园,1室0厅,北, 50㎡ ,罗湖区-莲塘-四季御园,5000 元/月
整租·鹏兴花园一期,6室2厅,南, 170㎡ ,罗湖区-莲塘-鹏兴花园一期,5200 元/月
整租·田心庆云花园,2室1厅,南, 66㎡ ,罗湖区-笋岗-田心庆云花园,4800 元/月
整租·置地逸轩,1室0厅,南, 30㎡ ,罗湖区-春风路-置地逸轩,4600 元/月
独栋·乐乎城市青年社区,乐乎有朋·河滨湾畔,温馨小情侣,20间在租 ,,1200 元/月
整租·鹏公馆,1室0厅,南, 39㎡ ,罗湖区-翠竹-鹏公馆,4600 元/月
整租·鹏公馆,2室1厅,东南/南, 41㎡ ,罗湖区-翠竹-鹏公馆,5500 元/月
整租·蛟湖路,2室2厅,南, 75㎡ ,罗湖区-东门-蛟湖路,5500 元/月
独栋·八号季,洪湖店,迎新特惠，首月八折,16间在租 ,,2980-3680 元/月
整租·名骏豪庭,3室2厅,北, 85㎡ ,罗湖区-莲塘-名骏豪庭,5000 元/月
独栋·碧家国际社区,东门店,蓝色海洋风,19间在租 ,,3980-4030 元/月
独栋·平台认证机构,CK尚寓,网红星级公寓,10间在租 ,,5100 元/月
独栋·深寓国际社区,园岭店,日系风榻榻米, 45㎡ ,,4366 元/月
